Datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado
01/01/16 00:51,5.6,42.1,-3.9,25,51,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1017.9,30.06,4,39.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 01:51,5,41,-3.9,25,53,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1017.8,30.06,3.9,39,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 02:51,5,41,-3.3,26.1,55,7.4,4.6,-9999,-9999,280,West,16.1,10,1017.7,30.06,3.3,38,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 03:51,5,41,-3.3,26.1,55,14.8,9.2,-9999,-9999,280,West,16.1,10,1017.7,30.06,1.8,35.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 04:51,4.4,39.9,-3.3,26.1,58,16.7,10.4,25.9,16.1,270,West,16.1,10,1017,30.04,0.8,33.4,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 05:51,4.4,39.9,-3.3,26.1,58,11.1,6.9,-9999,-9999,290,WNW,16.1,10,1017.5,30.05,1.7,35.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 06:51,3.9,39,-3.3,26.1,60,0,0,-9999,-9999,0,North,16.1,10,1017.7,30.06,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 07:51,3.9,39,-3.9,25,57,11.1,6.9,-9999,-9999,280,West,16.1,10,1017.6,30.05,1.1,34,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 08:51,3.9,39,-4.4,24.1,55,11.1,6.9,-9999,-9999,260,West,16.1,10,1018,30.06,1.1,34,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
01/01/16 09:51,4.4,39.9,-3.9,25,55,7.4,4.6,-9999,-9999,290,WNW,16.1,10,1018,30.06,2.6,36.7,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 10:51,4.4,39.9,-4.4,24.1,53,9.3,5.8,31.5,19.6,0,Variable,16.1,10,1017.4,30.05,2.1,35.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 11:51,4.4,39.9,-5,23,51,14.8,9.2,-9999,-9999,270,West,16.1,10,1016.4,30.02,1.1,33.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 12:51,4.4,39.9,-5,23,51,22.2,13.8,31.5,19.6,280,West,16.1,10,1015.4,29.99,0.1,32.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 13:51,4.4,39.9,-5,23,51,11.1,6.9,35.2,21.9,0,Variable,16.1,10,1014.9,29.97,1.7,35.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 14:51,3.9,39,-6.1,21,49,18.5,11.5,42.6,26.5,290,WNW,16.1,10,1015,29.98,-0.1,31.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 15:51,3.9,39,-6.7,19.9,46,-9999,-9999,-9999,-9999,0,North,16.1,10,1014.9,29.97,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/01/16 16:51,3.3,37.9,-6.7,19.9,48,18.5,11.5,29.6,18.4,280,West,16.1,10,1014.8,29.97,-0.9,30.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 17:51,3.3,37.9,-6.7,19.9,48,13,8.1,31.5,19.6,300,WNW,16.1,10,1015.3,29.99,0,32.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 18:51,2.8,37,-6.7,19.9,50,20.4,12.7,29.6,18.4,290,WNW,16.1,10,1015.9,30,-1.7,28.9,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
01/01/16 19:51,2.8,37,-7.2,19,48,14.8,9.2,25.9,16.1,280,West,16.1,10,1016.5,30.02,-0.9,30.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 20:51,2.2,36,-7.2,19,50,11.1,6.9,-9999,-9999,290,WNW,16.1,10,1016.8,30.03,-0.9,30.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 21:51,1.7,35.1,-6.7,19.9,54,-9999,-9999,-9999,-9999,0,North,16.1,10,1016.6,30.02,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 22:51,1.7,35.1,-7.2,19,52,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1016.7,30.03,-1.1,30.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
01/01/16 23:51,1.7,35.1,-8.9,16,46,14.8,9.2,31.5,19.6,270,West,16.1,10,1016.8,30.03,-2.3,27.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 00:51,1.1,34,-9.4,15.1,46,9.3,5.8,29.6,18.4,0,Variable,16.1,10,1016.6,30.02,-1.8,28.8,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
02/01/16 01:51,1.1,34,-8.9,16,48,13,8.1,25.9,16.1,270,West,16.1,10,1016.6,30.02,-2.6,27.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 02:51,1.1,34,-8.3,17.1,50,13,8.1,-9999,-9999,290,WNW,16.1,10,1017.3,30.04,-2.6,27.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 03:51,1.1,34,-8.3,17.1,50,22.2,13.8,33.3,20.7,280,West,16.1,10,1016.9,30.03,-4.1,24.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 04:51,0.6,33.1,-7.8,18,54,16.7,10.4,25.9,16.1,280,West,16.1,10,1017.1,30.04,-3.9,24.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 05:51,0.6,33.1,-7.8,18,54,14.8,9.2,-9999,-9999,270,West,16.1,10,1017.4,30.05,-3.6,25.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 06:51,0.6,33.1,-7.8,18,54,0,0,-9999,-9999,0,North,16.1,10,1017.9,30.06,-999,-999,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0
02/01/16 07:51,1.1,34,-7.8,18,52,7.4,4.6,-9999,-9999,270,West,16.1,10,1018.3,30.07,-1.2,29.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 08:51,1.1,34,-8.3,17.1,50,11.1,6.9,-9999,-9999,260,West,16.1,10,1018.8,30.09,-2.2,28,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 09:51,1.7,35.1,-8.3,17.1,48,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1019.2,30.1,-1.1,30.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 10:51,2.8,37,-7.8,18,46,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1018.5,30.08,0.2,32.4,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 11:51,2.8,37,-8.3,17.1,44,7.4,4.6,25.9,16.1,0,Variable,16.1,10,1017.5,30.05,0.7,33.3,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0
02/01/16 12:51,3.3,37.9,-8.3,17.1,43,13,8.1,-9999,-9999,290,WNW,16.1,10,1016.1,30.01,0,32.1,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0
02/01/16 13:51,3.9,39,-7.8,18,43,13,8.1,-9999,-9999,250,WSW,16.1,10,1015.5,29.99,0.8,33.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 14:51,3.9,39,-7.2,19,45,14.8,9.2,27.8,17.3,290,WNW,16.1,10,1015.1,29.98,0.4,32.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 15:51,4.4,39.9,-7.2,19,43,11.1,6.9,-9999,-9999,290,WNW,16.1,10,1015.4,29.99,1.7,35.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 16:51,3.9,39,-7.8,18,43,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1015.7,30,1.1,34,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/01/16 17:51,2.8,37,-8.3,17.1,44,9.3,5.8,27.8,17.3,310,NW,16.1,10,1016.1,30.01,0.2,32.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 18:51,2.2,36,-8.3,17.1,46,0,0,-9999,-9999,0,North,16.1,10,1016.3,30.01,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 19:51,2.2,36,-8.3,17.1,46,11.1,6.9,-9999,-9999,290,WNW,16.1,10,1016.2,30.01,-0.9,30.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 20:51,1.7,35.1,-7.8,18,50,7.4,4.6,-9999,-9999,240,WSW,16.1,10,1015.8,30,-0.5,31,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 21:51,2.2,36,-7.8,18,48,-9999,-9999,-9999,-9999,0,North,16.1,10,1015.3,29.99,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 22:51,1.7,35.1,-7.2,19,52,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1014.8,29.97,-1.5,29.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/01/16 23:51,2.2,36,-6.7,19.9,52,13,8.1,-9999,-9999,250,WSW,16.1,10,1014.4,29.96,-1.3,29.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 00:51,1.7,35.1,-6.7,19.9,54,0,0,-9999,-9999,0,North,16.1,10,1013.6,29.94,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 01:51,2.2,36,-6.7,19.9,52,18.5,11.5,-9999,-9999,260,West,16.1,10,1013,29.92,-2.2,28,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 02:51,2.2,36,-6.7,19.9,52,11.1,6.9,25.9,16.1,240,WSW,16.1,10,1012.2,29.89,-0.9,30.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 03:51,2.2,36,-6.7,19.9,52,-9999,-9999,-9999,-9999,0,North,16.1,10,1011.1,29.86,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 04:51,2.8,37,-6.7,19.9,50,11.1,6.9,38.9,24.2,0,Variable,16.1,10,1011.1,29.86,-0.2,31.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 05:51,2.2,36,-6.7,19.9,52,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1010.4,29.84,0,32.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 06:51,1.7,35.1,-6.1,21,57,7.4,4.6,-9999,-9999,250,WSW,16.1,10,1010.7,29.85,-0.5,31,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 07:51,2.2,36,-6.1,21,55,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1010.8,29.85,0,32.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 08:51,3.3,37.9,-6.1,21,51,16.7,10.4,27.8,17.3,240,WSW,16.1,10,1010.8,29.85,-0.6,30.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 09:51,3.9,39,-6.1,21,49,-9999,-9999,-9999,-9999,0,North,16.1,10,1010.9,29.86,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 10:51,6.1,43,-6.7,19.9,40,9.3,5.8,25.9,16.1,0,Variable,16.1,10,1010.2,29.83,4.2,39.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 11:51,6.7,44.1,-7.2,19,37,18.5,11.5,35.2,21.9,290,WNW,16.1,10,1009.2,29.81,3.4,38.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 12:51,6.7,44.1,-6.7,19.9,38,-9999,-9999,-9999,-9999,0,North,16.1,10,1008.7,29.79,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 13:51,6.7,44.1,-6.1,21,40,13,8.1,29.6,18.4,280,West,16.1,10,1009.1,29.8,4.2,39.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 14:51,5.6,42.1,-6.1,21,43,16.7,10.4,33.3,20.7,310,NW,16.1,10,1009.5,29.81,2.3,36.1,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
03/01/16 15:51,5,41,-6.7,19.9,43,14.8,9.2,25.9,16.1,280,West,16.1,10,1009.8,29.82,1.8,35.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 16:51,5,41,-6.1,21,45,18.5,11.5,-9999,-9999,290,WNW,16.1,10,1010.3,29.84,1.3,34.3,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/01/16 17:51,5,41,-6.1,21,45,11.1,6.9,-9999,-9999,290,WNW,16.1,10,1010.9,29.86,2.5,36.4,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
03/01/16 18:51,4.4,39.9,-6.1,21,47,14.8,9.2,-9999,-9999,280,West,16.1,10,1011.7,29.88,1.1,33.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 19:51,3.9,39,-5.6,21.9,50,13,8.1,-9999,-9999,290,WNW,16.1,10,1012.1,29.89,0.8,33.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 20:51,3.3,37.9,-5.6,21.9,53,16.7,10.4,-9999,-9999,290,WNW,16.1,10,1011.6,29.88,-0.6,30.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 21:51,2.8,37,-5.6,21.9,54,14.8,9.2,-9999,-9999,280,West,16.1,10,1011.9,29.88,-0.9,30.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
03/01/16 22:51,2.8,37,-5,23,57,14.8,9.2,-9999,-9999,280,West,16.1,10,1012,29.89,-0.9,30.4,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
03/01/16 23:51,2.2,36,-5,23,59,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1011.8,29.88,-0.9,30.3,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
04/01/16 00:51,2.2,36,-5,23,59,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1011.5,29.87,0,32.1,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
04/01/16 01:51,2.2,36,-5,23,59,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1011.9,29.88,-0.5,31.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 02:51,1.7,35.1,-7.2,19,52,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1012.3,29.9,0.1,32.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 03:51,1.1,34,-8.3,17.1,50,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1012.1,29.89,-1.2,29.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 04:51,0.6,33.1,-9.4,15.1,48,14.8,9.2,31.5,19.6,310,NW,16.1,10,1012.4,29.9,-3.6,25.5,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 05:51,-0.6,30.9,-9.4,15.1,52,16.7,10.4,33.3,20.7,310,NW,16.1,10,1013.6,29.94,-5.4,22.2,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
04/01/16 06:51,-1.1,30,-10,14,51,18.5,11.5,33.3,20.7,310,NW,16.1,10,1014.6,29.96,-6.4,20.5,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0
04/01/16 07:51,-1.7,28.9,-10.6,12.9,51,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1015.2,29.98,-5.6,21.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 08:51,-1.7,28.9,-10.6,12.9,51,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1016.2,30.01,-5.6,21.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 09:51,-2.2,28,-13.3,8.1,43,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1017.1,30.04,-5.1,22.8,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
04/01/16 10:51,-2.2,28,-13.3,8.1,43,18.5,11.5,31.5,19.6,300,WNW,16.1,10,1017,30.04,-7.7,18.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 11:51,-2.2,28,-15,5,38,14.8,9.2,-9999,-9999,320,NW,16.1,10,1016.6,30.02,-7.1,19.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 12:51,-1.1,30,-16.7,1.9,30,-9999,-9999,-9999,-9999,0,North,16.1,10,1016.3,30.01,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 13:51,-2.2,28,-17.2,1,31,7.4,4.6,37,23,0,Variable,16.1,10,1016.6,30.02,-5.1,22.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 14:51,-2.2,28,-17.8,0,30,9.3,5.8,31.5,19.6,0,Variable,16.1,10,1017.5,30.05,-5.7,21.7,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 15:51,-3.3,26.1,-15,5,41,18.5,11.5,33.3,20.7,40,NE,16.1,10,1018.7,30.09,-9.1,15.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 16:51,-5,23,-15.6,3.9,44,18.5,11.5,35.2,21.9,30,NNE,16.1,10,1020.4,30.14,-11.3,11.7,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 17:51,-6.1,21,-16.1,3,46,20.4,12.7,40.7,25.3,20,NNE,16.1,10,1022,30.18,-13,8.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 18:51,-6.7,19.9,-17.2,1,44,-9999,-9999,-9999,-9999,0,North,16.1,10,1023.6,30.23,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
04/01/16 19:51,-7.2,19,-16.7,1.9,47,20.4,12.7,38.9,24.2,10,North,16.1,10,1024.8,30.27,-14.4,6.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/01/16 20:51,-7.8,18,-16.7,1.9,50,16.7,10.4,40.7,25.3,360,North,16.1,10,1025.7,30.29,-14.4,6.1,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0
04/01/16 21:51,-8.3,17.1,-17.8,0,47,14.8,9.2,33.3,20.7,350,North,16.1,10,1026.5,30.32,-14.6,5.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 02:51,-11.1,12,-18.3,-0.9,56,7.4,4.6,33.3,20.7,0,Variable,16.1,10,1031.5,30.46,-15.5,4.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 03:51,-11.1,12,-18.9,-2,53,11.1,6.9,37,23,0,Variable,16.1,10,1031.7,30.47,-16.9,1.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 04:51,-11.1,12,-19.4,-2.9,51,7.4,4.6,37,23,0,Variable,16.1,10,1032.1,30.48,-15.5,4.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 05:51,-11.7,10.9,-19.4,-2.9,54,16.7,10.4,33.3,20.7,30,NNE,16.1,10,1033.3,30.52,-19.2,-2.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 06:51,-11.7,10.9,-19.4,-2.9,54,-9999,-9999,-9999,-9999,0,North,16.1,10,1034.1,30.54,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 07:51,-11.1,12,-18.9,-2,53,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1034.2,30.54,-16.3,2.7,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 08:51,-10.6,12.9,-20,-4,47,20.4,12.7,31.5,19.6,350,North,16.1,10,1035.6,30.58,-18.7,-1.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 09:51,-8.3,17.1,-18.9,-2,43,-9999,-9999,-9999,-9999,0,North,16.1,10,1036.3,30.61,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 10:51,-7.2,19,-20,-4,36,11.1,6.9,25.9,16.1,0,Variable,16.1,10,1036.2,30.6,-12.2,10,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 11:51,-5.6,21.9,-20.6,-5.1,30,16.7,10.4,29.6,18.4,40,NE,16.1,10,1036,30.6,-11.6,11,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 12:51,-3.9,25,-21.1,-6,26,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1035.4,30.58,-8.3,17.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 13:51,-2.8,27,-21.1,-6,24,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1035.1,30.57,-6.4,20.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 14:51,-2.2,28,-20,-4,25,7.4,4.6,-9999,-9999,300,WNW,16.1,10,1035.3,30.58,-5.1,22.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 15:51,-2.2,28,-19.4,-2.9,26,0,0,-9999,-9999,0,North,16.1,10,1035.8,30.59,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 16:51,-2.2,28,-20,-4,25,0,0,-9999,-9999,0,North,16.1,10,1036.2,30.6,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 17:51,-2.8,27,-19.4,-2.9,27,0,0,-9999,-9999,0,North,16.1,10,1036.6,30.61,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 18:51,-2.8,27,-19.4,-2.9,27,0,0,-9999,-9999,0,North,16.1,10,1036.8,30.62,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 19:51,-2.2,28,-18.9,-2,27,0,0,-9999,-9999,0,North,16.1,10,1036.8,30.62,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 20:51,-1.7,28.9,-18.9,-2,26,5.6,3.5,-9999,-9999,290,WNW,16.1,10,1036.7,30.62,-3.8,25.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 21:51,-2.2,28,-17.8,0,30,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1036.6,30.61,-4.3,24.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 22:51,-2.2,28,-17.8,0,30,0,0,-9999,-9999,0,North,16.1,10,1036.6,30.61,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
05/01/16 23:51,-2.8,27,-17.2,1,33,5.6,3.5,-9999,-9999,280,West,16.1,10,1035.8,30.59,-5,23,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 00:51,-2.2,28,-17.2,1,31,5.6,3.5,-9999,-9999,290,WNW,16.1,10,1035.3,30.58,-4.3,24.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 01:51,-2.8,27,-15.6,3.9,37,0,0,-9999,-9999,0,North,16.1,10,1035.6,30.58,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 02:51,-3.3,26.1,-15,5,41,0,0,-9999,-9999,0,North,16.1,10,1035.2,30.57,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 03:51,-3.3,26.1,-13.9,7,44,5.6,3.5,-9999,-9999,320,NW,16.1,10,1034.8,30.56,-5.6,21.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 04:51,-3.9,25,-12.8,9,51,0,0,-9999,-9999,0,North,16.1,10,1034.7,30.56,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 05:51,-3.3,26.1,-13.3,8.1,47,5.6,3.5,-9999,-9999,290,WNW,16.1,10,1035.1,30.57,-5.6,21.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 06:51,-3.3,26.1,-13.3,8.1,47,0,0,-9999,-9999,0,North,16.1,10,1035.1,30.57,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 07:51,-2.8,27,-14.4,6.1,41,0,0,-9999,-9999,0,North,16.1,10,1035.2,30.57,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 08:51,-1.1,30,-16.1,3,32,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1035.3,30.58,-3.1,26.5,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 09:51,-1.1,30,-16.1,3,32,11.1,6.9,-9999,-9999,0,Variable,16.1,10,1035.6,30.58,-4.9,23.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 10:51,0.6,33.1,-16.7,1.9,27,11.1,6.9,-9999,-9999,250,WSW,16.1,10,1035.2,30.57,-2.8,26.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 11:51,2.2,36,-17.2,1,23,0,0,-9999,-9999,0,North,16.1,10,1033.8,30.53,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 12:51,3.3,37.9,-17.2,1,21,0,0,-9999,-9999,0,North,16.1,10,1032.4,30.49,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
06/01/16 13:51,4.4,39.9,-17.8,0,19,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1031.3,30.46,2.6,36.7,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
